gene_name	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CARS2	0	0	0	0	2	0	0	0	0	2	2	2
CARTPT	0	0	0	0	0	2	0	0	0	2	2	2
CBLB	0	0	0	0	2	0	0	0	0	2	2	2
CCAR1	0	0	0	2	0	0	0	0	0	2	2	2
CCDC178	0	0	0	0	2	0	0	0	0	2	2	2
CCDC197	0	0	0	0	2	0	0	0	0	2	2	2
CCNE1	0	0	0	0	2	0	0	0	0	2	2	2
CCNI2	0	0	0	0	2	0	0	0	0	2	2	2
CD5L	0	0	0	0	2	0	0	0	0	2	2	2
CDC25C	0	0	0	0	2	0	0	0	0	2	2	2
CDH23	0	0	0	0	2	0	0	0	0	2	2	2
CDH5	0	0	0	0	2	0	0	0	0	2	2	2
CDK13	0	0	0	0	2	0	0	0	0	2	2	2
CDKN2A	0	0	2	0	0	0	0	0	0	2	2	2
CDS1	0	0	0	0	2	0	0	0	0	2	2	2
CEP128	0	0	0	0	2	0	0	0	0	2	2	2
CEP192	0	0	0	0	2	0	0	0	0	2	2	2
CERKL	0	0	0	0	2	0	0	0	0	2	2	2
CES3	0	0	0	0	2	0	0	0	0	2	2	2
CFAP206	0	0	0	0	2	0	0	0	0	2	2	2
CFAP300	0	0	0	0	2	0	0	0	0	2	2	2
CFAP52	0	0	0	0	2	0	0	0	0	2	2	2
CFHR3	0	0	0	0	2	0	0	0	0	2	2	2
CGA	0	0	0	0	0	2	0	0	0	2	2	2
CGB3	0	0	0	0	2	0	0	0	0	2	2	2
CHODL	0	0	0	0	2	0	0	0	0	2	2	2
CHRDL2	0	0	0	0	2	0	0	0	0	2	2	2
CIC	0	0	0	0	2	0	0	0	0	2	2	2
CLDN17	0	0	0	0	2	0	0	0	0	2	2	2
CLRN1	0	0	0	0	2	0	0	0	0	2	2	2
CMTR1	0	0	0	0	2	0	0	0	0	2	2	2
CNOT2	0	0	0	0	0	0	0	2	0	2	2	2
COL15A1	0	0	0	0	2	0	0	0	0	2	2	2
COL1A2	0	0	0	0	2	0	0	0	0	2	2	2
COL27A1	0	0	0	0	2	0	0	0	0	2	2	2
COMMD10	0	0	0	0	2	0	0	0	0	2	2	2
COX11	0	0	2	0	0	0	0	0	0	2	2	2
COX8C	0	0	0	0	0	2	0	0	0	2	2	2
CRYBG2	0	0	0	0	0	2	0	0	0	2	2	2
CRYZL2P-SEC16B	0	0	0	0	2	0	0	0	0	2	2	2
CSNK1G2	0	0	0	0	0	0	0	2	0	2	2	2
CTSS	0	0	0	0	0	0	0	2	0	2	2	2
CUZD1	0	0	0	0	2	0	0	0	0	2	2	2
CWC27	0	0	0	0	2	0	0	0	0	2	2	2
CYBA	0	0	0	0	2	0	0	0	0	2	2	2
CYP2C19	0	0	0	0	2	0	0	0	0	2	2	2
DAAM1	0	0	0	0	0	2	0	0	0	2	2	2
DAB1	0	0	0	0	2	0	0	0	0	2	2	2
DAP3	0	0	0	0	2	0	0	0	0	2	2	2
DAPK2	0	0	0	0	2	0	0	0	0	2	2	2
DCHS2	0	0	0	0	2	0	0	0	0	2	2	2
DDHD1	0	0	0	0	2	0	0	0	0	2	2	2
DDR1	0	0	0	0	2	0	0	0	0	2	2	2
DEK	0	0	0	0	2	0	0	0	0	2	2	2
DENND2A	0	0	0	0	2	0	0	0	0	2	2	2
DGKI	0	0	0	0	2	0	0	0	0	2	2	2
DHRS11	0	0	0	0	2	0	0	0	0	2	2	2
DISP2	0	0	0	0	2	0	0	0	0	2	2	2
DNA2	0	0	0	0	2	0	0	0	0	2	2	2
DOK1	0	0	0	0	2	0	0	0	0	2	2	2
DOT1L	0	0	0	0	2	0	0	0	0	2	2	2
DPP3	0	0	0	0	2	0	0	0	0	2	2	2
DPYSL2	0	0	0	0	2	0	0	0	0	2	2	2
DZIP3	0	0	0	0	2	0	0	0	0	2	2	2
E2F8	0	0	0	0	2	0	0	0	0	2	2	2
EDN2	0	0	0	0	2	0	0	0	0	2	2	2
EEF1D	0	0	0	0	2	0	0	0	0	2	2	2
EFHB	0	0	0	0	2	0	0	0	0	2	2	2
EFR3B	0	0	0	0	2	0	0	0	0	2	2	2
EHMT1	0	0	2	0	0	0	0	0	0	2	2	2
EIF2AK4	0	0	0	0	0	2	0	0	0	2	2	2
EIF3J	0	0	0	0	2	0	0	0	0	2	2	2
ELOA	0	0	0	0	2	0	0	0	0	2	2	2
ELP3	0	0	0	0	2	0	0	0	0	2	2	2
EMC7	0	0	0	0	2	0	0	0	0	2	2	2
EML3	0	0	0	0	2	0	0	0	0	2	2	2
ENPP1	0	0	0	0	2	0	0	0	0	2	2	2
ENPP3	0	0	0	0	2	0	0	0	0	2	2	2
EPB41L5	0	0	0	0	2	0	0	0	0	2	2	2
EPHX1	0	0	0	0	2	0	0	0	0	2	2	2
EPOP	0	0	0	0	2	0	0	0	0	2	2	2
EPPIN	0	0	0	0	2	0	0	0	0	2	2	2
ERBB2	0	0	0	0	2	0	0	0	0	2	2	2
EYA4	0	0	0	0	2	0	0	0	0	2	2	2
FAF1	0	0	0	0	2	0	0	0	0	2	2	2
FAM177A1	0	0	0	0	2	0	0	0	0	2	2	2
FAM184A	0	0	0	0	2	0	0	0	0	2	2	2
FAM71C	0	0	0	0	2	0	0	0	0	2	2	2
FAM90A1	0	0	0	0	2	0	0	0	0	2	2	2
FANCF	0	0	0	0	2	0	0	0	0	2	2	2
FASTK	0	0	0	0	2	0	0	0	0	2	2	2
FBXW11	0	0	0	0	2	0	0	0	0	2	2	2
FBXW5	0	0	0	0	2	0	0	0	0	2	2	2
FBXW7	0	0	0	0	2	0	0	0	0	2	2	2
FDX2	0	0	0	0	2	0	0	0	0	2	2	2
FGA	0	0	0	0	2	0	0	0	0	2	2	2
FKBP7	0	0	0	0	2	0	0	0	0	2	2	2
FLNC	0	0	0	0	2	0	0	0	0	2	2	2
FMN2	0	0	0	0	2	0	0	0	0	2	2	2
FMNL1	0	0	0	0	2	0	0	0	0	2	2	2
FOXJ2	0	0	0	0	2	0	0	0	0	2	2	2
FOXN1	0	0	0	0	2	0	0	0	0	2	2	2
FRMPD1	0	0	0	0	2	0	0	0	0	2	2	2
FURIN	0	0	0	0	2	0	0	0	0	2	2	2
FYCO1	0	0	0	0	2	0	0	0	0	2	2	2
GABRA6	0	0	0	0	2	0	0	0	0	2	2	2
GALNT17	0	0	0	0	2	0	0	0	0	2	2	2
GAN	0	0	0	0	2	0	0	0	0	2	2	2
GAREM1	0	0	0	0	0	0	0	2	0	2	2	2
GAS2L1	0	0	0	0	2	0	0	0	0	2	2	2
GATD3A	0	0	0	0	2	0	0	0	0	2	2	2
GCG	0	0	0	0	2	0	0	0	0	2	2	2
GDF5	0	0	0	0	2	0	0	0	0	2	2	2
GGT1	0	0	0	0	2	0	0	0	0	2	2	2
GLIS2	0	0	0	0	2	0	0	0	0	2	2	2
GMPR2	0	0	0	0	2	0	0	0	0	2	2	2
GNAS	0	0	0	1	1	0	0	0	0	2	2	2
GOLGA6C	0	0	0	0	2	0	0	0	0	2	2	2
GPR78	0	0	0	0	2	0	0	0	0	2	2	2
GRID2	0	0	0	0	2	0	0	0	0	2	2	2
GRIN3A	2	0	0	0	0	0	0	0	0	2	2	2
HAO2	0	0	0	0	2	0	0	0	0	2	2	2
HAS3	0	0	0	0	2	0	0	0	0	2	2	2
HEATR1	0	0	0	0	2	0	0	0	0	2	2	2
HEG1	0	0	0	0	2	0	0	0	0	2	2	2
HEPH	0	0	0	0	2	0	0	0	0	2	2	2
HEXA	0	0	0	0	2	0	0	0	0	2	2	2
HIF1A	0	0	0	0	2	0	0	0	0	2	2	2
HOXA4	0	0	0	0	2	0	0	0	0	2	2	2
HOXB13	0	0	0	0	2	0	0	0	0	2	2	2
HP	0	0	0	0	2	0	0	0	0	2	2	2
HPS6	0	0	0	0	2	0	0	0	0	2	2	2
HPSE	0	0	0	0	2	0	0	0	0	2	2	2
HS3ST3B1	0	0	0	0	2	0	0	0	0	2	2	2
HSD17B1	0	0	0	0	0	2	0	0	0	2	2	2
HSF2BP	0	0	0	0	2	0	0	0	0	2	2	2
HSPBAP1	0	0	0	0	0	2	0	0	0	2	2	2
HTR1B	2	0	0	0	0	0	0	0	0	2	2	2
HTR5A	0	0	0	0	2	0	0	0	0	2	2	2
IFNA6	0	0	0	0	2	0	0	0	0	2	2	2
IGDCC4	0	0	0	0	2	0	0	0	0	2	2	2
IGF2BP1	0	0	0	0	2	0	0	0	0	2	2	2
IL12RB1	0	0	0	0	2	0	0	0	0	2	2	2
IL20	0	0	0	0	2	0	0	0	0	2	2	2
INF2	0	0	0	0	0	2	0	0	0	2	2	2
INTS4	0	0	0	0	2	0	0	0	0	2	2	2
INTU	0	0	0	0	2	0	0	0	0	2	2	2
IPO5	0	0	0	0	2	0	0	0	0	2	2	2
IRF2BP1	0	0	0	0	2	0	0	0	0	2	2	2
ISY1	0	0	0	0	2	0	0	0	0	2	2	2
ISY1-RAB43	0	0	0	0	2	0	0	0	0	2	2	2
ITIH5	0	0	0	0	2	0	0	0	0	2	2	2
IZUMO3	0	0	0	0	2	0	0	0	0	2	2	2
JMJD7	0	0	0	0	2	0	0	0	0	2	2	2
JRK	0	0	0	0	2	0	0	0	0	2	2	2
KCNAB3	0	0	0	0	0	2	0	0	0	2	2	2
KCNH4	0	0	0	0	2	0	0	0	0	2	2	2
KCNMB1	0	0	0	0	2	0	0	0	0	2	2	2
KCNN2	0	0	0	0	0	2	0	0	0	2	2	2
KDM7A	0	0	0	0	2	0	0	0	0	2	2	2
KIF14	0	0	0	0	2	0	0	0	0	2	2	2
KIF22	0	0	0	0	2	0	0	0	0	2	2	2
KIF5C	0	0	0	0	2	0	0	0	0	2	2	2
KLHDC8B	0	0	0	0	2	0	0	0	0	2	2	2
KMT2C	0	0	0	0	2	0	0	0	0	2	2	2
L3MBTL4	0	0	0	0	2	0	0	0	0	2	2	2
LAMA3	0	0	0	0	2	0	0	0	0	2	2	2
LAMA4	0	0	0	0	2	0	0	0	0	2	2	2
LAMC1	0	0	0	0	2	0	0	0	0	2	2	2
LATS1	0	0	0	0	2	0	0	0	0	2	2	2
LMF1	0	0	0	0	2	0	0	0	0	2	2	2
LONP1	0	0	0	0	2	0	0	0	0	2	2	2
LPIN1	0	0	0	0	2	0	0	0	0	2	2	2
LPL	0	0	0	0	2	0	0	0	0	2	2	2
LRBA	0	0	0	0	0	0	0	2	0	2	2	2
LRRC37A3	0	0	0	0	2	0	0	0	0	2	2	2
LYRM4	0	0	0	0	2	0	0	0	0	2	2	2
LYST	0	0	0	0	2	0	0	0	0	2	2	2
MAGEC3	0	0	0	0	2	0	0	0	0	2	2	2
MAMSTR	0	0	0	0	2	0	0	0	0	2	2	2
MAN1B1	0	0	0	0	2	0	0	0	0	2	2	2
MAPK4	0	0	0	0	2	0	0	0	0	2	2	2
MASP2	0	0	0	0	2	0	0	0	0	2	2	2
MBD3L5	0	0	0	0	2	0	0	0	0	2	2	2
MBNL2	0	0	0	0	2	0	0	0	0	2	2	2
MCHR2	0	0	0	0	2	0	0	0	0	2	2	2
MCMDC2	0	0	0	0	2	0	0	0	0	2	2	2
MDM1	0	0	0	0	2	0	0	0	0	2	2	2
MEDAG	0	0	0	0	2	0	0	0	0	2	2	2
METTL2B	0	0	0	0	2	0	0	0	0	2	2	2
MEX3C	0	0	0	0	2	0	0	0	0	2	2	2
MFN1	0	1	0	0	1	0	0	0	0	2	2	2
MFSD2B	0	0	0	0	2	0	0	0	0	2	2	2
MIA3	0	0	0	0	2	0	0	0	0	2	2	2
MINDY1	0	0	0	0	2	0	0	0	0	2	2	2
MLF1	0	0	0	0	2	0	0	0	0	2	2	2
MLIP	0	0	0	0	2	0	0	0	0	2	2	2
MME	0	0	0	0	0	2	0	0	0	2	2	2
MPI	0	0	0	0	2	0	0	0	0	2	2	2
MRC1	0	0	0	0	2	0	0	0	0	2	2	2
MRPL30	0	0	0	0	2	0	0	0	0	2	2	2
MRPS30	0	0	0	0	2	0	0	0	0	2	2	2
MSH3	0	0	0	0	2	0	0	0	0	2	2	2
MST1	0	0	0	0	2	0	0	0	0	2	2	2
MTFR1	0	0	0	0	2	0	0	0	0	2	2	2
MTG1	0	0	0	0	2	0	0	0	0	2	2	2
MTHFD1	0	0	0	0	2	0	0	0	0	2	2	2
MTR	0	1	0	0	1	0	0	0	0	2	2	2
MTSS1	0	0	0	0	2	0	0	0	0	2	2	2
MUCL3	0	0	0	0	2	0	0	0	0	2	2	2
MYH15	0	0	0	0	2	0	0	0	0	2	2	2
MYH7	0	0	0	0	2	0	0	0	0	2	2	2
MYH9	0	0	2	0	0	0	0	0	0	2	2	2
MYO18A	0	0	2	0	0	0	0	0	0	2	2	2
NANOGNB	0	0	0	0	2	0	0	0	0	2	2	2
NBAS	0	2	0	0	0	0	0	0	0	2	2	2
NCK1	0	0	0	0	2	0	0	0	0	2	2	2
NCOA3	0	0	0	0	2	0	0	0	0	2	2	2
NDFIP1	0	0	0	0	2	0	0	0	0	2	2	2
NDST4	0	0	0	0	2	0	0	0	0	2	2	2
NECAB1	0	0	0	0	2	0	0	0	0	2	2	2
NEK5	0	0	0	0	2	0	0	0	0	2	2	2
NFE2L2	0	0	0	0	2	0	0	0	0	2	2	2
NKX2-4	0	0	0	0	2	0	0	0	0	2	2	2
NLRP12	0	0	0	0	2	0	0	0	0	2	2	2
NME9	0	0	0	0	2	0	0	0	0	2	2	2
NMRK2	0	0	0	0	2	0	0	0	0	2	2	2
NMT2	0	0	0	0	2	0	0	0	0	2	2	2
NOL4	1	0	0	0	1	0	0	0	0	2	2	2
NOS3	0	0	0	0	2	0	0	0	0	2	2	2
NOTCH2	1	0	0	0	1	0	0	0	0	2	2	2
NPIPB15	0	0	0	0	2	0	0	0	0	2	2	2
NR2E1	0	0	0	0	2	0	0	0	0	2	2	2
NRG3	0	0	0	0	2	0	0	0	0	2	2	2
NT5C2	0	0	0	0	2	0	0	0	0	2	2	2
NTRK3	2	0	0	0	0	0	0	0	0	2	2	2
NUDT2	0	0	0	0	2	0	0	0	0	2	2	2
NUTM1	0	0	2	0	0	0	0	0	0	2	2	2
OR10J5	0	0	0	0	2	0	0	0	0	2	2	2
OR10V1	0	0	0	0	2	0	0	0	0	2	2	2
OR11L1	0	0	0	0	0	2	0	0	0	2	2	2
OR13C8	0	0	0	0	2	0	0	0	0	2	2	2
OR14C36	0	0	0	0	2	0	0	0	0	2	2	2
OR1Q1	0	0	0	0	2	0	0	0	0	2	2	2
OR2AK2	0	0	0	0	2	0	0	0	0	2	2	2
OR2F2	0	0	0	0	2	0	0	0	0	2	2	2
OR2L3	0	0	0	0	2	0	0	0	0	2	2	2
OR2L8	0	0	0	0	2	0	0	0	0	2	2	2
OR2M2	0	0	0	0	2	0	0	0	0	2	2	2
OR2T2	0	0	0	0	2	0	0	0	0	2	2	2
OR2T6	0	0	0	0	2	0	0	0	0	2	2	2
OR4X2	0	0	0	0	2	0	0	0	0	2	2	2
OR51T1	0	0	0	0	2	0	0	0	0	2	2	2
OR52B6	0	0	0	0	2	0	0	0	0	2	2	2
OR52R1	0	0	0	0	0	2	0	0	0	2	2	2
OR56A1	0	0	0	0	2	0	0	0	0	2	2	2
OR5H14	0	0	0	0	2	0	0	0	0	2	2	2
OR8G2P	0	0	0	0	2	0	0	0	0	2	2	2
OR8S1	0	0	0	0	2	0	0	0	0	2	2	2
ORC5	0	0	0	0	2	0	0	0	0	2	2	2
OSTN	0	0	0	0	2	0	0	0	0	2	2	2
OVOL3	2	0	0	0	0	0	0	0	0	2	2	2
P2RY1	0	0	0	0	2	0	0	0	0	2	2	2
PACS1	0	0	0	0	2	0	0	0	0	2	2	2
PANX1	0	0	0	0	2	0	0	0	0	2	2	2
PAXIP1	0	0	0	0	2	0	0	0	0	2	2	2
PBX2	0	0	0	0	2	0	0	0	0	2	2	2
PCDH10	0	0	0	0	2	0	0	0	0	2	2	2
PCDH11X	0	0	0	0	2	0	0	0	0	2	2	2
PCDHA1	0	0	0	0	2	0	0	0	0	2	2	2
PCDHA13	0	0	0	0	2	0	0	0	0	2	2	2
PCDHB3	0	0	0	0	2	0	0	0	0	2	2	2
PCDHGA7	0	0	0	0	0	2	0	0	0	2	2	2
PCLO	0	0	0	0	1	1	0	0	0	2	2	2
PCNX1	0	0	0	0	2	0	0	0	0	2	2	2
PCNX3	0	0	0	0	2	0	0	0	0	2	2	2
PCNX4	0	0	0	0	2	0	0	0	0	2	2	2
PCSK2	0	0	0	0	2	0	0	0	0	2	2	2
PDZRN4	0	0	0	0	2	0	0	0	0	2	2	2
PEBP1	0	0	0	0	2	0	0	0	0	2	2	2
PEG3	0	0	0	0	2	0	0	0	0	2	2	2
PHC3	0	0	0	0	2	0	0	0	0	2	2	2
PHF14	0	0	0	0	2	0	0	0	0	2	2	2
PHOX2B	0	0	0	0	2	0	0	0	0	2	2	2
PHRF1	0	0	0	0	0	2	0	0	0	2	2	2
PI16	0	0	0	0	2	0	0	0	0	2	2	2
PIGC	0	0	0	0	2	0	0	0	0	2	2	2
PIK3CD	0	0	0	0	2	0	0	0	0	2	2	2
PKD1	0	0	0	0	2	0	0	0	0	2	2	2
PKDREJ	0	0	0	0	2	0	0	0	0	2	2	2
PKP2	0	0	0	0	2	0	0	0	0	2	2	2
PLCB1	0	0	0	0	2	0	0	0	0	2	2	2
PLCH1	0	0	0	0	2	0	0	0	0	2	2	2
PLEC	0	0	0	0	2	0	0	0	0	2	2	2
PLEKHA6	0	0	0	0	0	2	0	0	0	2	2	2
PLEKHH2	0	0	0	0	2	0	0	0	0	2	2	2
PLOD3	0	0	0	0	0	2	0	0	0	2	2	2
PLXNA1	0	0	0	0	2	0	0	0	0	2	2	2
PNOC	0	0	0	0	2	0	0	0	0	2	2	2
POLG	0	0	0	0	2	0	0	0	0	2	2	2
POMGNT2	0	0	0	0	2	0	0	0	0	2	2	2
POP1	0	0	0	0	2	0	0	0	0	2	2	2
POTEJ	0	0	0	0	2	0	0	0	0	2	2	2
PPP1R37	2	0	0	0	0	0	0	0	0	2	2	2
PPP6R1	0	0	0	0	2	0	0	0	0	2	2	2
PPP6R3	0	0	0	0	2	0	0	0	0	2	2	2
PRAM1	0	0	0	0	2	0	0	0	0	2	2	2
PRF1	0	0	0	0	2	0	0	0	0	2	2	2
PRKCD	0	0	0	0	2	0	0	0	0	2	2	2
PROC	0	0	0	0	2	0	0	0	0	2	2	2
PRR23B	0	0	0	0	2	0	0	0	0	2	2	2
PSG3	0	0	0	0	2	0	0	0	0	2	2	2
PTGR2	0	0	0	0	2	0	0	0	0	2	2	2
PTH2R	0	0	0	0	2	0	0	0	0	2	2	2
PTPRA	0	0	0	0	2	0	0	0	0	2	2	2
PTPRB	0	0	0	0	2	0	0	0	0	2	2	2
PTPRT	0	0	0	0	2	0	0	0	0	2	2	2
QRSL1	0	0	0	0	2	0	0	0	0	2	2	2
RAC2	0	0	0	0	2	0	0	0	0	2	2	2
RAD21L1	0	0	0	0	2	0	0	0	0	2	2	2
RASA3	0	0	0	0	2	0	0	0	0	2	2	2
RBBP6	0	0	0	0	2	0	0	0	0	2	2	2
RBM5	0	0	0	0	0	2	0	0	0	2	2	2
RBMXL2	0	0	0	0	2	0	0	0	0	2	2	2
RETNLB	0	0	0	0	2	0	0	0	0	2	2	2
RFC4	0	0	0	0	2	0	0	0	0	2	2	2
RHOXF2	0	0	0	0	0	2	0	0	0	2	2	2
RLBP1	2	0	0	0	0	0	0	0	0	2	2	2
RLN1	0	0	0	0	2	0	0	0	0	2	2	2
RMDN1	0	0	0	0	2	0	0	0	0	2	2	2
RNF103	0	0	0	0	2	0	0	0	0	2	2	2
RNF133	0	0	0	0	2	0	0	0	0	2	2	2
RNF183	0	0	0	0	2	0	0	0	0	2	2	2
ROBO2	0	0	0	0	2	0	0	0	0	2	2	2
RPGRIP1	0	0	0	0	2	0	0	0	0	2	2	2
RPGRIP1L	0	0	0	0	2	0	0	0	0	2	2	2
RPL10L	0	0	0	0	2	0	0	0	0	2	2	2
RPL5	0	0	2	0	0	0	0	0	0	2	2	2
RPRD2	0	0	0	0	2	0	0	0	0	2	2	2
RSBN1L	0	0	0	0	2	0	0	0	0	2	2	2
RSPH6A	0	0	0	0	2	0	0	0	0	2	2	2
RSPO4	0	0	0	0	2	0	0	0	0	2	2	2
RUFY2	0	0	0	0	2	0	0	0	0	2	2	2
RYR1	0	0	0	0	2	0	0	0	0	2	2	2
RYR3	0	0	0	0	1	1	0	0	0	2	2	2
SALL2	0	0	0	0	2	0	0	0	0	2	2	2
SBSN	0	0	0	0	2	0	0	0	0	2	2	2
SCLY	2	0	0	0	0	0	0	0	0	2	2	2
SCUBE1	0	0	0	0	2	0	0	0	0	2	2	2
SEC31B	0	0	0	0	2	0	0	0	0	2	2	2
SENP5	0	0	0	0	2	0	0	0	0	2	2	2
SETD2	0	0	0	0	2	0	0	0	0	2	2	2
SETD9	0	0	0	0	2	0	0	0	0	2	2	2
SFTPA1	0	0	0	0	2	0	0	0	0	2	2	2
SHC3	0	0	0	0	2	0	0	0	0	2	2	2
SIX5	0	0	0	0	2	0	0	0	0	2	2	2
SLC24A3	0	0	1	0	1	0	0	0	0	2	2	2
SLC25A35	2	0	0	0	0	0	0	0	0	2	2	2
SLC47A1	0	0	0	0	2	0	0	0	0	2	2	2
SLC6A5	0	0	0	0	2	0	0	0	0	2	2	2
SLC7A14	0	0	0	0	2	0	0	0	0	2	2	2
SLCO1B1	0	0	0	0	2	0	0	0	0	2	2	2
SLIT2	0	0	0	0	2	0	0	0	0	2	2	2
SLIT3	0	0	0	0	2	0	0	0	0	2	2	2
SMAD9	0	0	0	0	0	2	0	0	0	2	2	2
SMG8	0	0	0	0	2	0	0	0	0	2	2	2
SNRK	0	0	0	0	2	0	0	0	0	2	2	2
SNX1	0	0	0	0	2	0	0	0	0	2	2	2
SNX17	0	0	0	0	2	0	0	0	0	2	2	2
SNX29	0	0	0	0	0	2	0	0	0	2	2	2
SNX9	0	0	0	0	2	0	0	0	0	2	2	2
SOHLH1	0	0	0	0	2	0	0	0	0	2	2	2
SOX11	0	0	0	0	1	1	0	0	0	2	2	2
SP9	0	0	0	0	2	0	0	0	0	2	2	2
SPATA31D1	0	0	0	0	2	0	0	0	0	2	2	2
SPINT1	0	0	0	0	2	0	0	0	0	2	2	2
SPPL2C	0	0	0	0	2	0	0	0	0	2	2	2
SPTBN5	0	0	0	1	1	0	0	0	0	2	2	2
SRA1	0	0	0	0	2	0	0	0	0	2	2	2
SRGN	0	0	0	0	2	0	0	0	0	2	2	2
SRI	0	0	0	0	2	0	0	0	0	2	2	2
SSH2	0	0	0	0	1	1	0	0	0	2	2	2
STMN3	0	0	0	0	2	0	0	0	0	2	2	2
STOX2	0	0	0	0	2	0	0	0	0	2	2	2
SULF1	0	0	0	0	2	0	0	0	0	2	2	2
SULF2	0	0	0	0	2	0	0	0	0	2	2	2
SUOX	0	0	0	0	2	0	0	0	0	2	2	2
SUPT20H	0	0	0	0	2	0	0	0	0	2	2	2
SYCP2	0	0	0	0	2	0	0	0	0	2	2	2
TANC2	0	0	2	0	0	0	0	0	0	2	2	2
TARS	0	0	0	0	2	0	0	0	0	2	2	2
TBC1D2	0	0	0	0	2	0	0	0	0	2	2	2
TCAF1	0	0	0	0	2	0	0	0	0	2	2	2
TCERG1L	0	0	0	0	2	0	0	0	0	2	2	2
TEF	0	0	0	0	2	0	0	0	0	2	2	2
TEKT5	0	0	0	0	2	0	0	0	0	2	2	2
TFAP4	0	0	0	0	2	0	0	0	0	2	2	2
THBS3	0	0	0	0	2	0	0	0	0	2	2	2
THEMIS	0	0	0	0	2	0	0	0	0	2	2	2
THSD7A	0	0	0	0	2	0	0	0	0	2	2	2
TJP1	0	0	0	0	0	2	0	0	0	2	2	2
TKTL2	0	0	0	0	2	0	0	0	0	2	2	2
TLE1	0	0	0	0	2	0	0	0	0	2	2	2
TLE4	2	0	0	0	0	0	0	0	0	2	2	2
TLX3	0	0	0	0	2	0	0	0	0	2	2	2
TM6SF2	0	0	0	0	0	2	0	0	0	2	2	2
TMEM108	0	0	0	0	2	0	0	0	0	2	2	2
TMEM130	0	0	0	0	2	0	0	0	0	2	2	2
TMEM131L	0	0	0	0	2	0	0	0	0	2	2	2
TMEM181	0	1	0	0	1	0	0	0	0	2	2	2
TMEM259	0	0	0	0	2	0	0	0	0	2	2	2
TMTC4	0	0	0	0	2	0	0	0	0	2	2	2
TNFSF13B	0	0	0	0	2	0	0	0	0	2	2	2
TNNC2	0	0	0	0	2	0	0	0	0	2	2	2
TNP1	0	0	0	0	2	0	0	0	0	2	2	2
TNPO1	0	0	0	0	2	0	0	0	0	2	2	2
TNS4	0	0	0	0	2	0	0	0	0	2	2	2
TOX2	0	0	0	0	2	0	0	0	0	2	2	2
TRHR	0	0	0	0	2	0	0	0	0	2	2	2
TRIM37	0	0	0	0	2	0	0	0	0	2	2	2
TRIM66	0	0	0	0	2	0	0	0	0	2	2	2
TRIM69	0	0	0	0	1	1	0	0	0	2	2	2
TRMT10B	0	0	0	0	2	0	0	0	0	2	2	2
TRRAP	0	0	0	0	2	0	0	0	0	2	2	2
TSEN15	0	0	0	0	2	0	0	0	0	2	2	2
TSHZ3	0	0	0	0	2	0	0	0	0	2	2	2
TUBA8	0	0	0	0	2	0	0	0	0	2	2	2
TWNK	0	0	2	0	0	0	0	0	0	2	2	2
UACA	0	0	0	0	2	0	0	0	0	2	2	2
UBQLNL	0	0	0	0	2	0	0	0	0	2	2	2
UBR7	0	0	0	0	2	0	0	0	0	2	2	2
UGT2A1	0	0	0	0	2	0	0	0	0	2	2	2
UGT2B11	0	0	0	0	2	0	0	0	0	2	2	2
UGT2B28	0	0	0	0	2	0	0	0	0	2	2	2
USP18	0	0	0	0	2	0	0	0	0	2	2	2
USP37	0	0	0	0	0	2	0	0	0	2	2	2
USP43	0	0	0	0	2	0	0	0	0	2	2	2
USP46	0	0	0	0	2	0	0	0	0	2	2	2
USP50	0	0	0	0	2	0	0	0	0	2	2	2
USP8	0	0	0	0	2	0	0	0	0	2	2	2
VARS2	0	0	0	0	2	0	0	0	0	2	2	2
VPS13C	0	0	0	0	1	1	0	0	0	2	2	2
VPS13D	0	0	0	0	2	0	0	0	0	2	2	2
WAC	0	0	0	0	0	2	0	0	0	2	2	2
WBP2	0	0	0	0	2	0	0	0	0	2	2	2
WDR64	0	0	0	0	2	0	0	0	0	2	2	2
WDR87	0	0	0	0	2	0	0	0	0	2	2	2
WNT7B	0	0	0	0	2	0	0	0	0	2	2	2
XKR3	0	0	0	0	2	0	0	0	0	2	2	2
XRN1	0	0	0	0	2	0	0	0	0	2	2	2
YPEL5	0	0	0	0	0	2	0	0	0	2	2	2
ZBTB34	0	0	0	0	2	0	0	0	0	2	2	2
ZBTB41	0	0	0	0	2	0	0	0	0	2	2	2
ZFHX4	0	0	0	0	1	1	0	0	0	2	2	2
ZIC4	0	0	0	0	2	0	0	0	0	2	2	2
ZKSCAN1	0	0	0	0	2	0	0	0	0	2	2	2
ZMAT4	0	0	0	0	2	0	0	0	0	2	2	2
ZNF236	0	0	0	0	2	0	0	0	0	2	2	2
ZNF248	0	0	0	0	2	0	0	0	0	2	2	2
ZNF25	0	0	0	0	2	0	0	0	0	2	2	2
ZNF324	0	0	0	0	2	0	0	0	0	2	2	2
ZNF366	0	0	0	0	2	0	0	0	0	2	2	2
ZNF391	0	0	0	0	2	0	0	0	0	2	2	2
ZNF433	0	0	0	0	2	0	0	0	0	2	2	2
ZNF444	0	0	0	0	2	0	0	0	0	2	2	2
