Reference	Disease	Cluster	Gene
Plasschaert et al	Epithelial	Ciliated	Me2
Plasschaert et al	Epithelial	Ciliated	Slain2
Plasschaert et al	Epithelial	Ciliated	Gramd2
Plasschaert et al	Epithelial	Ciliated	Ppp6r1
Plasschaert et al	Epithelial	Ciliated	Slc20a1
Plasschaert et al	Epithelial	Ciliated	B4galt4
Plasschaert et al	Epithelial	Ciliated	Hdc
Plasschaert et al	Epithelial	Ciliated	Mcee
Plasschaert et al	Epithelial	Ciliated	Cep290
Plasschaert et al	Epithelial	Ciliated	Intu
Plasschaert et al	Epithelial	Ciliated	B230118H07Rik
Plasschaert et al	Epithelial	Ciliated	Chpt1
Plasschaert et al	Epithelial	Ciliated	Lmln
Plasschaert et al	Epithelial	Ciliated	Fam81a
Plasschaert et al	Epithelial	Ciliated	Sirt3
Plasschaert et al	Epithelial	Ciliated	Swi5
Plasschaert et al	Epithelial	Ciliated	Spag1
Plasschaert et al	Epithelial	Ciliated	Uhrf1bp1
Plasschaert et al	Epithelial	Ciliated	Dynll1
Plasschaert et al	Epithelial	Ciliated	Akip1
Plasschaert et al	Epithelial	Ciliated	Slc25a17
Plasschaert et al	Epithelial	Ciliated	Rfk
Plasschaert et al	Epithelial	Ciliated	Prpf40b
Plasschaert et al	Epithelial	Ciliated	Zfand4
Plasschaert et al	Epithelial	Ciliated	Enkd1
Plasschaert et al	Epithelial	Ciliated	Gm11992
Plasschaert et al	Epithelial	Ciliated	Oaz2
Plasschaert et al	Epithelial	Ciliated	Hdgfrp2
Plasschaert et al	Epithelial	Ciliated	Rnf214
Plasschaert et al	Epithelial	Ciliated	BC022687
Plasschaert et al	Epithelial	Ciliated	Smyd3
Plasschaert et al	Epithelial	Ciliated	Akap9
Plasschaert et al	Epithelial	Ciliated	Fam65b
Plasschaert et al	Epithelial	Ciliated	Rps6ka2
Plasschaert et al	Epithelial	Ciliated	Fndc5
Plasschaert et al	Epithelial	Ciliated	Rfc2
Plasschaert et al	Epithelial	Ciliated	Kiz
Plasschaert et al	Epithelial	Ciliated	Gm13450
Plasschaert et al	Epithelial	Ciliated	Arhgef38
Plasschaert et al	Epithelial	Ciliated	C2cd3
Plasschaert et al	Epithelial	Ciliated	Ift80
Plasschaert et al	Epithelial	Ciliated	Rab28
Plasschaert et al	Epithelial	Ciliated	Jag1
Plasschaert et al	Epithelial	Ciliated	Cyb561
Plasschaert et al	Epithelial	Ciliated	Cnp
Plasschaert et al	Epithelial	Ciliated	Mxra8
Plasschaert et al	Epithelial	Ciliated	Ttbk2
Plasschaert et al	Epithelial	Ciliated	Snapin
Plasschaert et al	Epithelial	Ciliated	Rfx3
Plasschaert et al	Epithelial	Ciliated	2010109I03Rik
Plasschaert et al	Epithelial	Ciliated	Odf2l
Plasschaert et al	Epithelial	Ciliated	Ahsa1
Plasschaert et al	Epithelial	Ciliated	Mrps17
Plasschaert et al	Epithelial	Ciliated	Gys1
Plasschaert et al	Epithelial	Ciliated	Acsl3
Plasschaert et al	Epithelial	Ciliated	Sys1
Plasschaert et al	Epithelial	Ciliated	Polk
Plasschaert et al	Epithelial	Ciliated	Kifap3
Plasschaert et al	Epithelial	Ciliated	Lbp
Plasschaert et al	Epithelial	Ciliated	Plscr1
Plasschaert et al	Epithelial	Ciliated	Psmd9
Plasschaert et al	Epithelial	Ciliated	Dtna
Plasschaert et al	Epithelial	Ciliated	Ttc30a1
Plasschaert et al	Epithelial	Ciliated	Zfp141
Plasschaert et al	Epithelial	Ciliated	Odf2
Plasschaert et al	Epithelial	Ciliated	Cep120
Plasschaert et al	Epithelial	Ciliated	Casp6
Plasschaert et al	Epithelial	Ciliated	Ifitm1
Plasschaert et al	Epithelial	Ciliated	Ift57
Plasschaert et al	Epithelial	Ciliated	Bbs5
Plasschaert et al	Epithelial	Ciliated	Cry2
Plasschaert et al	Epithelial	Ciliated	Naf1
Plasschaert et al	Epithelial	Ciliated	Hipk1
Plasschaert et al	Epithelial	Ciliated	Dnal4
Plasschaert et al	Epithelial	Ciliated	Dse
Plasschaert et al	Epithelial	Ciliated	Vapa
Plasschaert et al	Epithelial	Ciliated	1810037I17Rik
Plasschaert et al	Epithelial	Ciliated	Mettl20
Plasschaert et al	Epithelial	Ciliated	Slc1a4
Plasschaert et al	Epithelial	Ciliated	4930402H24Rik
Plasschaert et al	Epithelial	Ciliated	Ech1
Plasschaert et al	Epithelial	Ciliated	Ids
Plasschaert et al	Epithelial	Ciliated	Slc7a7
Plasschaert et al	Epithelial	Ciliated	Tubb4b-ps1
Plasschaert et al	Epithelial	Ciliated	Gipc2
Plasschaert et al	Epithelial	Ciliated	Ablim3
Plasschaert et al	Epithelial	Ciliated	Eif2b2
Plasschaert et al	Epithelial	Ciliated	Dnajc16
Plasschaert et al	Epithelial	Ciliated	Ccdc92
Plasschaert et al	Epithelial	Ciliated	St3gal6
Plasschaert et al	Epithelial	Ciliated	Lsm14b
Plasschaert et al	Epithelial	Ciliated	BC026585
Plasschaert et al	Epithelial	Ciliated	Srcin1
Plasschaert et al	Epithelial	Ciliated	Cep63
Plasschaert et al	Epithelial	Ciliated	Lrrc49
Plasschaert et al	Epithelial	Ciliated	Ift122
Plasschaert et al	Epithelial	Ciliated	Fam177a
Plasschaert et al	Epithelial	Ciliated	Rhobtb1
Plasschaert et al	Epithelial	Ciliated	Tmem260
Plasschaert et al	Epithelial	Ciliated	Fhdc1
Plasschaert et al	Epithelial	Ciliated	Hspa4l
Plasschaert et al	Epithelial	Ciliated	Tomm7
Plasschaert et al	Epithelial	Ciliated	Galnt18
Plasschaert et al	Epithelial	Ciliated	Myo1d
Plasschaert et al	Epithelial	Ciliated	A430078G23Rik
Plasschaert et al	Epithelial	Ciliated	Kndc1
Plasschaert et al	Epithelial	Ciliated	Ccdc53
Plasschaert et al	Epithelial	Ciliated	Swt1
Plasschaert et al	Epithelial	Ciliated	Ift52
Plasschaert et al	Epithelial	Ciliated	Umad1
Plasschaert et al	Epithelial	Ciliated	Tes
Plasschaert et al	Epithelial	Ciliated	Spata7
Plasschaert et al	Epithelial	Ciliated	Tubb4b
Plasschaert et al	Epithelial	Ciliated	Bcas1
Plasschaert et al	Epithelial	Ciliated	Hltf
Plasschaert et al	Epithelial	Ciliated	Mfsd1
Plasschaert et al	Epithelial	Ciliated	Ddr1
Plasschaert et al	Epithelial	Ciliated	Hipk3
Plasschaert et al	Epithelial	Ciliated	9930111J21Rik2
Plasschaert et al	Epithelial	Ciliated	2610301B20Rik
Plasschaert et al	Epithelial	Ciliated	Ogg1
Plasschaert et al	Epithelial	Ciliated	Stip1
Plasschaert et al	Epithelial	Ciliated	Ncs1
Plasschaert et al	Epithelial	Ciliated	Wdr92
Plasschaert et al	Epithelial	Ciliated	Npnt
Plasschaert et al	Epithelial	Ciliated	Gns
Plasschaert et al	Epithelial	Ciliated	Fhl2
Plasschaert et al	Epithelial	Ciliated	1700037C18Rik
Plasschaert et al	Epithelial	Ciliated	Tctn1
Plasschaert et al	Epithelial	Ciliated	Kremen1
Plasschaert et al	Epithelial	Ciliated	Cntln
Plasschaert et al	Epithelial	Ciliated	Yeats2
Plasschaert et al	Epithelial	Ciliated	Agbl5
Plasschaert et al	Epithelial	Ciliated	Cep162
Plasschaert et al	Epithelial	Ciliated	Tbc1d19
Plasschaert et al	Epithelial	Ciliated	Smco4
Plasschaert et al	Epithelial	Ciliated	PISD
Plasschaert et al	Epithelial	Ciliated	Tbc1d32
Plasschaert et al	Epithelial	Ciliated	Grhl2
Plasschaert et al	Epithelial	Ciliated	Uhrf1bp1l
Plasschaert et al	Epithelial	Ciliated	Atp2a2
Plasschaert et al	Epithelial	Ciliated	Gosr2
Plasschaert et al	Epithelial	Ciliated	C2cd2
Plasschaert et al	Epithelial	Ciliated	Rnf128
Plasschaert et al	Epithelial	Ciliated	Srsf10
Plasschaert et al	Epithelial	Ciliated	Suclg1
Plasschaert et al	Epithelial	Ciliated	Galnt3
Plasschaert et al	Epithelial	Ciliated	Fip1l1
Plasschaert et al	Epithelial	Ciliated	Ebpl
Plasschaert et al	Epithelial	Ciliated	Myo5b
Plasschaert et al	Epithelial	Ciliated	Acot13
Plasschaert et al	Epithelial	Ciliated	Camk4
Plasschaert et al	Epithelial	Ciliated	Tgfbr2
Plasschaert et al	Epithelial	Ciliated	Lpgat1
Plasschaert et al	Epithelial	Ciliated	Mtmr12
Plasschaert et al	Epithelial	Ciliated	Trmt1l
Plasschaert et al	Epithelial	Ciliated	Nek7
Plasschaert et al	Epithelial	Ciliated	Gm16165
Plasschaert et al	Epithelial	Ciliated	Ppargc1a
Plasschaert et al	Epithelial	Ciliated	Sccpdh
Plasschaert et al	Epithelial	Ciliated	BC005624
Plasschaert et al	Epithelial	Ciliated	Ucp2
Plasschaert et al	Epithelial	Ciliated	Pcm1
Plasschaert et al	Epithelial	Ciliated	Ssbp4
Plasschaert et al	Epithelial	Ciliated	Pxk
Plasschaert et al	Epithelial	Ciliated	Txnip
Plasschaert et al	Epithelial	Ciliated	Pcnt
Plasschaert et al	Epithelial	Ciliated	Prr14l
Plasschaert et al	Epithelial	Ciliated	Spop
Plasschaert et al	Epithelial	Ciliated	Stim2
Plasschaert et al	Epithelial	Ciliated	Trim33
Plasschaert et al	Epithelial	Ciliated	Aig1
Plasschaert et al	Epithelial	Ciliated	Mxi1
Plasschaert et al	Epithelial	Ciliated	Trib2
Plasschaert et al	Epithelial	Ciliated	Dnajb2
Plasschaert et al	Epithelial	Ciliated	Trim37
Plasschaert et al	Epithelial	Ciliated	Map9
Plasschaert et al	Epithelial	Ciliated	Eef2kmt
Plasschaert et al	Epithelial	Ciliated	Fbxo32
Plasschaert et al	Epithelial	Ciliated	Clic6
Plasschaert et al	Epithelial	Ciliated	Gtf2b
Plasschaert et al	Epithelial	Ciliated	Paf1
Plasschaert et al	Epithelial	Ciliated	Bmp2k
Plasschaert et al	Epithelial	Ciliated	Paip2
Plasschaert et al	Epithelial	Ciliated	Bnip3
Plasschaert et al	Epithelial	Ciliated	Gsn
Plasschaert et al	Epithelial	Ciliated	Cbx6
Plasschaert et al	Epithelial	Brush	Gnb3
Plasschaert et al	Epithelial	Brush	Lrmp
Plasschaert et al	Epithelial	Brush	Trpm5
Plasschaert et al	Epithelial	Brush	Sh2d6
Plasschaert et al	Epithelial	Brush	Sh2d7
Plasschaert et al	Epithelial	Brush	Dclk1
Plasschaert et al	Epithelial	Brush	Rgs13
Plasschaert et al	Epithelial	Brush	Alox5
Plasschaert et al	Epithelial	Brush	Ltc4s
Plasschaert et al	Epithelial	Brush	Alox5ap
Plasschaert et al	Epithelial	Brush	Sox9
Plasschaert et al	Epithelial	Brush	Hck
Plasschaert et al	Epithelial	Brush	Avil
Plasschaert et al	Epithelial	Brush	Pik3r5
Plasschaert et al	Epithelial	Brush	Pik3cg
Plasschaert et al	Epithelial	Brush	Gng13
Plasschaert et al	Epithelial	Brush	Pde2a
Plasschaert et al	Epithelial	Brush	Pcdh20
Plasschaert et al	Epithelial	Brush	Gnat3
Plasschaert et al	Epithelial	Brush	Spib
Plasschaert et al	Epithelial	Brush	Kcnq3
Plasschaert et al	Epithelial	Brush	Nrgn
Plasschaert et al	Epithelial	Brush	Plk2
Plasschaert et al	Epithelial	Brush	Vav1
Plasschaert et al	Epithelial	Brush	Ly6g6f
Plasschaert et al	Epithelial	Brush	Ackr4
Plasschaert et al	Epithelial	Brush	Atp1a2
Plasschaert et al	Epithelial	Brush	Ptpn6
Plasschaert et al	Epithelial	Brush	Mctp1
Plasschaert et al	Epithelial	Brush	Rac2
Plasschaert et al	Epithelial	Brush	Gm4952
Plasschaert et al	Epithelial	Brush	Chn2
Plasschaert et al	Epithelial	Brush	Nrep
Plasschaert et al	Epithelial	Brush	Rgs21
Plasschaert et al	Epithelial	Brush	Tspan6
Plasschaert et al	Epithelial	Brush	Nkd1
Plasschaert et al	Epithelial	Brush	Ovol3
Plasschaert et al	Epithelial	Brush	Matk
Plasschaert et al	Epithelial	Brush	Hmx2
Plasschaert et al	Epithelial	Brush	Rassf6
Plasschaert et al	Epithelial	Brush	Pfkfb3
Plasschaert et al	Epithelial	Brush	Ivns1abp
Plasschaert et al	Epithelial	Brush	Zfp428
Plasschaert et al	Epithelial	Brush	1810046K07Rik
Plasschaert et al	Epithelial	Brush	Ptpn18
Plasschaert et al	Epithelial	Brush	Mn1
Plasschaert et al	Epithelial	Brush	Col9a3
Plasschaert et al	Epithelial	Brush	Sucnr1
Plasschaert et al	Epithelial	Brush	Bmx
Plasschaert et al	Epithelial	Brush	Chdh
Plasschaert et al	Epithelial	Brush	Pcolce2
Plasschaert et al	Epithelial	Brush	Rgs2
Plasschaert et al	Epithelial	Brush	Fam49a
Plasschaert et al	Epithelial	Brush	St6gal2
Plasschaert et al	Epithelial	Brush	Ptgs1
Plasschaert et al	Epithelial	Brush	Bpgm
Plasschaert et al	Epithelial	Brush	Hoxa5
Plasschaert et al	Epithelial	Brush	Tnc
Plasschaert et al	Epithelial	Brush	Wfdc18
Plasschaert et al	Epithelial	Brush	Camk2b
Plasschaert et al	Epithelial	Brush	Clec4a1
Plasschaert et al	Epithelial	Brush	Fxyd6
Plasschaert et al	Epithelial	Brush	Ethe1
Plasschaert et al	Epithelial	Brush	Anxa4
Plasschaert et al	Epithelial	Brush	Pou2f3
Plasschaert et al	Epithelial	Brush	Inpp5d
Plasschaert et al	Epithelial	Brush	Wdr25
Plasschaert et al	Epithelial	Brush	Etv1
Plasschaert et al	Epithelial	Brush	Gfra2
Plasschaert et al	Epithelial	Brush	BC016579
Plasschaert et al	Epithelial	Brush	Ero1lb
Plasschaert et al	Epithelial	Brush	Calb1
Plasschaert et al	Epithelial	Brush	Inpp5b
Plasschaert et al	Epithelial	Brush	Ano7
Plasschaert et al	Epithelial	Brush	Coprs
Plasschaert et al	Epithelial	Brush	Cd300lf
Plasschaert et al	Epithelial	Brush	Ms4a15
Plasschaert et al	Epithelial	Brush	Il17rb
Plasschaert et al	Epithelial	Brush	Ly6g6d
Plasschaert et al	Epithelial	Brush	A3galt2
Plasschaert et al	Epithelial	Brush	Cacnb4
Plasschaert et al	Epithelial	Brush	Lgr5
Plasschaert et al	Epithelial	Brush	Man1a
Plasschaert et al	Epithelial	Brush	Ccdc28b
Plasschaert et al	Epithelial	Brush	Itgb7
Plasschaert et al	Epithelial	Brush	Mpzl1
Plasschaert et al	Epithelial	Brush	Ccdc109b
Plasschaert et al	Epithelial	Brush	Pamr1
Plasschaert et al	Epithelial	Brush	Cacna2d2
Plasschaert et al	Epithelial	Brush	Kdm4a
Plasschaert et al	Epithelial	Brush	Cap1
Plasschaert et al	Epithelial	Brush	Adgrb2
Plasschaert et al	Epithelial	Brush	Kirrel3
Plasschaert et al	Epithelial	Brush	Sema7a
Plasschaert et al	Epithelial	Brush	Slitrk6
Plasschaert et al	Epithelial	Brush	Adgrl3
Plasschaert et al	Epithelial	Brush	Clmn
Plasschaert et al	Epithelial	Brush	Pnpla3
Plasschaert et al	Epithelial	Brush	Pnpla6
Plasschaert et al	Epithelial	Brush	Tle4
Plasschaert et al	Epithelial	Brush	Dab1
Plasschaert et al	Epithelial	Brush	Unc5d
Plasschaert et al	Epithelial	Brush	3425401B19Rik
Plasschaert et al	Epithelial	Brush	Sptb
Plasschaert et al	Epithelial	Brush	Lmo2
Plasschaert et al	Epithelial	Brush	Foxe1
Plasschaert et al	Epithelial	Brush	Ascl2
Plasschaert et al	Epithelial	Brush	Stard5
Plasschaert et al	Epithelial	Brush	Smoc1
Plasschaert et al	Epithelial	Brush	Entpd3
Plasschaert et al	Epithelial	Brush	Plac8
Plasschaert et al	Epithelial	Brush	Arhgap4
Plasschaert et al	Epithelial	Brush	Kcnj2
Plasschaert et al	Epithelial	Brush	Il4ra
Plasschaert et al	Epithelial	Brush	Prcp
Plasschaert et al	Epithelial	Brush	Gamt
Plasschaert et al	Epithelial	Brush	Cyp7b1
Plasschaert et al	Epithelial	Brush	Col4a4
Plasschaert et al	Epithelial	Brush	Hpgds
Plasschaert et al	Epithelial	Brush	Rnasel
Plasschaert et al	Epithelial	Brush	Rbm38
Plasschaert et al	Epithelial	Brush	Fes
Plasschaert et al	Epithelial	Brush	Cables2
Plasschaert et al	Epithelial	Brush	Fyb
Plasschaert et al	Epithelial	Brush	Pygl
Plasschaert et al	Epithelial	Brush	Ap1s2
Plasschaert et al	Epithelial	Brush	Stox2
Plasschaert et al	Epithelial	Brush	Slco4a1
Plasschaert et al	Epithelial	Brush	Alkbh7
Plasschaert et al	Epithelial	Brush	Adgrf3
Plasschaert et al	Epithelial	Brush	Vps13d
Plasschaert et al	Epithelial	Brush	Adgrg6
Plasschaert et al	Epithelial	Brush	Gcnt1
Plasschaert et al	Epithelial	Brush	Lima1
Plasschaert et al	Epithelial	Brush	Ttll11
Plasschaert et al	Epithelial	Brush	Xrcc6bp1
Plasschaert et al	Epithelial	Brush	Itgb6
Plasschaert et al	Epithelial	Brush	Strip2
Plasschaert et al	Epithelial	Brush	Snx7
Plasschaert et al	Epithelial	Brush	St6galnac2
Plasschaert et al	Epithelial	Brush	Gm12115
Plasschaert et al	Epithelial	Brush	Rasl11b
Plasschaert et al	Epithelial	Brush	Fras1
Plasschaert et al	Epithelial	Brush	Pitpnc1
Plasschaert et al	Epithelial	Brush	Ano10
Plasschaert et al	Epithelial	Brush	Trak1
Plasschaert et al	Epithelial	Brush	Samd14
Plasschaert et al	Epithelial	Brush	Chil1
Plasschaert et al	Epithelial	Brush	Gas7
Plasschaert et al	Epithelial	Brush	Rab11fip4
Plasschaert et al	Epithelial	Brush	Ehf
Plasschaert et al	Epithelial	Brush	Acly
Plasschaert et al	Epithelial	Brush	Creb3l4
Plasschaert et al	Epithelial	Brush	Enc1
Plasschaert et al	Epithelial	Brush	Txndc16
Plasschaert et al	Epithelial	Brush	Bcl2l14
Plasschaert et al	Epithelial	Brush	Nfatc1
Plasschaert et al	Epithelial	Brush	Cdc42ep1
Plasschaert et al	Epithelial	Brush	Reep5
Plasschaert et al	Epithelial	Brush	Suco
Plasschaert et al	Epithelial	Brush	Itga9
Plasschaert et al	Epithelial	Brush	Selm
Plasschaert et al	Epithelial	Brush	Igsf8
Plasschaert et al	Epithelial	Brush	Gng12
Plasschaert et al	Epithelial	Brush	Daam1
Plasschaert et al	Epithelial	Brush	Slc9a8
Plasschaert et al	Epithelial	Brush	Kctd3
Plasschaert et al	Epithelial	Brush	Hap1
Plasschaert et al	Epithelial	Brush	Cdc42bpa
Plasschaert et al	Epithelial	Brush	Fnbp1l
Plasschaert et al	Epithelial	Brush	Commd1
Plasschaert et al	Epithelial	Brush	Ociad2
Plasschaert et al	Epithelial	Brush	Gga2
Plasschaert et al	Epithelial	Brush	Ypel2
Plasschaert et al	Epithelial	Brush	Bak1
Plasschaert et al	Epithelial	Brush	Mansc1
Plasschaert et al	Epithelial	Brush	Kctd12
Plasschaert et al	Epithelial	Brush	Pink1
Plasschaert et al	Epithelial	Brush	Cdh13
Plasschaert et al	Epithelial	Brush	Krt18
Plasschaert et al	Epithelial	Brush	Ssbp1
Plasschaert et al	Epithelial	Brush	Ndufaf5
Plasschaert et al	Epithelial	Brush	Lrp12
Plasschaert et al	Epithelial	Brush	Gm684
Plasschaert et al	Epithelial	Brush	Nav2
Plasschaert et al	Epithelial	Brush	Zfhx3
Plasschaert et al	Epithelial	Brush	Hacd1
Plasschaert et al	Epithelial	Brush	Atf7ip
Plasschaert et al	Epithelial	Brush	Ube2j1
Plasschaert et al	Epithelial	Brush	Ankrd33b
Plasschaert et al	Epithelial	Brush	Kin
Plasschaert et al	Epithelial	Brush	Ephb4
Plasschaert et al	Epithelial	Brush	Gnai2
Plasschaert et al	Epithelial	Brush	Ckap4
Plasschaert et al	Epithelial	Brush	Col16a1
Plasschaert et al	Epithelial	Brush	Degs2
Plasschaert et al	Epithelial	Brush	Sh3bgrl
Plasschaert et al	Epithelial	Brush	Nus1
Plasschaert et al	Epithelial	Brush	B3gnt2
Plasschaert et al	Epithelial	Brush	Rcbtb1
Plasschaert et al	Epithelial	Brush	Erlin1
Plasschaert et al	Epithelial	Brush	D930015E06Rik
Plasschaert et al	Epithelial	Brush	Gpm6b
Plasschaert et al	Epithelial	Brush	Gtf2f2
Plasschaert et al	Epithelial	Brush	Atat1
Plasschaert et al	Epithelial	Brush	Rap2a
Plasschaert et al	Epithelial	Brush	Lyn
Plasschaert et al	Epithelial	Brush	Slc4a2
Plasschaert et al	Epithelial	Brush	Vps4a
Plasschaert et al	Epithelial	Brush	2210016L21Rik
Plasschaert et al	Epithelial	Brush	4833423E24Rik
Plasschaert et al	Epithelial	Brush	Mgll
Plasschaert et al	Epithelial	Brush	Jakmip2
Plasschaert et al	Epithelial	Brush	Gm28048
Plasschaert et al	Epithelial	Brush	Spdef
Plasschaert et al	Epithelial	Brush	Oxr1
Plasschaert et al	Epithelial	Brush	Atp2a3
Plasschaert et al	Epithelial	Brush	Zmiz1
Plasschaert et al	Epithelial	Brush	1110007C09Rik
Plasschaert et al	Epithelial	Brush	Marcksl1
Plasschaert et al	Epithelial	Brush	D17Wsu92e
Plasschaert et al	Epithelial	Brush	Tmem245
Plasschaert et al	Epithelial	Brush	Il13ra1
Plasschaert et al	Epithelial	Brush	B3gat3
Plasschaert et al	Epithelial	Brush	Sptlc2
Plasschaert et al	Epithelial	Brush	2810025M15Rik
Plasschaert et al	Epithelial	Brush	Etv6
Plasschaert et al	Epithelial	Brush	Sec11c
Plasschaert et al	Epithelial	Brush	Calm2
Plasschaert et al	Epithelial	Brush	Fam101a
Plasschaert et al	Epithelial	Brush	Skap2
Plasschaert et al	Epithelial	Brush	Crot
Plasschaert et al	Epithelial	Brush	Trappc5
Plasschaert et al	Epithelial	Brush	Cdh2
Plasschaert et al	Epithelial	Brush	Adamts13
Plasschaert et al	Epithelial	Brush	Scp2
Plasschaert et al	Epithelial	Brush	Acsl4
Plasschaert et al	Epithelial	Brush	Shkbp1
Plasschaert et al	Epithelial	Brush	Prmt2
Plasschaert et al	Epithelial	Brush	Plod3
Plasschaert et al	Epithelial	Brush	Bmi1
Plasschaert et al	Epithelial	Brush	Wnk2
Plasschaert et al	Epithelial	Brush	Ccrn4l
Plasschaert et al	Epithelial	Brush	Nfyc
Plasschaert et al	Epithelial	Brush	Myo1b
Plasschaert et al	Epithelial	Brush	Ncoa7
Plasschaert et al	Epithelial	Brush	Cd47
Plasschaert et al	Epithelial	Brush	Dmxl2
Plasschaert et al	Epithelial	Brush	Sulf1
Plasschaert et al	Epithelial	Brush	Zfp91
Plasschaert et al	Epithelial	Brush	Tbc1d4
Plasschaert et al	Epithelial	Brush	Ninj1
Plasschaert et al	Epithelial	Brush	H2-T23
Plasschaert et al	Epithelial	Brush	Rhog
Plasschaert et al	Epithelial	Brush	Adgrg2
Plasschaert et al	Epithelial	Brush	Cmip
Plasschaert et al	Epithelial	Brush	Fyttd1
Plasschaert et al	Epithelial	Brush	Rsu1
Plasschaert et al	Epithelial	Brush	Pdlim7
Plasschaert et al	Epithelial	Brush	Camk2d
Plasschaert et al	Epithelial	Brush	Gm2a
Plasschaert et al	Epithelial	Brush	Enox2
Plasschaert et al	Epithelial	Brush	Gba
Plasschaert et al	Epithelial	Brush	Heg1
Plasschaert et al	Epithelial	Brush	Gm13772
Plasschaert et al	Epithelial	Brush	Gm10108
Plasschaert et al	Epithelial	Brush	Gpr137b
Plasschaert et al	Epithelial	Brush	Anapc10
Plasschaert et al	Epithelial	Brush	Pgm2
Plasschaert et al	Epithelial	Brush	Nlk
Plasschaert et al	Epithelial	Brush	Ncstn
Plasschaert et al	Epithelial	Brush	Sort1
Plasschaert et al	Epithelial	Brush	Cpq
Plasschaert et al	Epithelial	Brush	Shroom3
Plasschaert et al	Epithelial	Brush	01/09/08
Plasschaert et al	Epithelial	Brush	Man2b1
Plasschaert et al	Epithelial	Brush	Gm13433
Plasschaert et al	Epithelial	Brush	Id2
Plasschaert et al	Epithelial	Brush	Litaf
Plasschaert et al	Epithelial	Brush	Trim43b
Plasschaert et al	Epithelial	Brush	Fktn
Plasschaert et al	Epithelial	Brush	Lgals9
Plasschaert et al	Epithelial	Brush	Mov10
Plasschaert et al	Epithelial	Brush	Pld1
Plasschaert et al	Epithelial	Brush	Jmy
Plasschaert et al	Epithelial	Brush	Anxa6
Plasschaert et al	Epithelial	Brush	Neu1
Plasschaert et al	Epithelial	Brush	Arhgef2
Plasschaert et al	Epithelial	Brush	Tmem35
Plasschaert et al	Epithelial	Brush	Kmt2e
Plasschaert et al	Epithelial	Brush	Pgm2l1
Plasschaert et al	Epithelial	Brush	Ppt1
Plasschaert et al	Epithelial	Brush	Stk38l
Plasschaert et al	Epithelial	Brush	Zranb1
Plasschaert et al	Epithelial	Brush	Fam73a
Plasschaert et al	Epithelial	Brush	Limd2
Plasschaert et al	Epithelial	Brush	L1cam
Plasschaert et al	Epithelial	Brush	Smarca2
Plasschaert et al	Epithelial	Brush	Camta2
Plasschaert et al	Epithelial	Brush	Cited2
Plasschaert et al	Epithelial	Brush	Btbd3
Plasschaert et al	Epithelial	Brush	Harbi1
Plasschaert et al	Epithelial	Brush	H2afj
Plasschaert et al	Epithelial	Brush	Pcmtd1
Plasschaert et al	Epithelial	Brush	Cyp2j6
Plasschaert et al	Epithelial	Brush	Csk
Plasschaert et al	Epithelial	Brush	Cnn3
Plasschaert et al	Epithelial	Brush	Zxdc
Plasschaert et al	Epithelial	Brush	Rmnd5a
Plasschaert et al	Epithelial	Brush	Espn
Plasschaert et al	Epithelial	Brush	Hsp90b1
Plasschaert et al	Epithelial	PNEC	Cxcl13
Plasschaert et al	Epithelial	PNEC	Calca
Plasschaert et al	Epithelial	PNEC	Ascl1
Plasschaert et al	Epithelial	PNEC	Ddc
Plasschaert et al	Epithelial	PNEC	Chga
Plasschaert et al	Epithelial	PNEC	Nov
Plasschaert et al	Epithelial	PNEC	Scg2
Plasschaert et al	Epithelial	PNEC	Insm1
Plasschaert et al	Epithelial	PNEC	Uchl1
Plasschaert et al	Epithelial	PNEC	Pcsk1
Plasschaert et al	Epithelial	PNEC	Dner
Plasschaert et al	Epithelial	PNEC	Meis2
Plasschaert et al	Epithelial	PNEC	Col8a1
Plasschaert et al	Epithelial	PNEC	Chgb
Plasschaert et al	Epithelial	PNEC	Tmem163
Plasschaert et al	Epithelial	PNEC	Cplx2
Plasschaert et al	Epithelial	PNEC	Ngf
Plasschaert et al	Epithelial	PNEC	Pkib
Plasschaert et al	Epithelial	PNEC	Disp2
Plasschaert et al	Epithelial	PNEC	Hoxb5
Plasschaert et al	Epithelial	PNEC	Spock3
Plasschaert et al	Epithelial	PNEC	Syt7
Plasschaert et al	Epithelial	PNEC	Runx1t1
Plasschaert et al	Epithelial	PNEC	Cib3
Plasschaert et al	Epithelial	PNEC	Snap25
Plasschaert et al	Epithelial	PNEC	Tcerg1l
Plasschaert et al	Epithelial	PNEC	Scg5
Plasschaert et al	Epithelial	PNEC	Slc38a5
Plasschaert et al	Epithelial	PNEC	Slc26a9
Plasschaert et al	Epithelial	PNEC	Aplp1
Plasschaert et al	Epithelial	PNEC	Scn9a
Plasschaert et al	Epithelial	PNEC	Rundc3a
Plasschaert et al	Epithelial	PNEC	Kcnj1
Plasschaert et al	Epithelial	PNEC	Smoc2
Plasschaert et al	Epithelial	PNEC	Syt4
Plasschaert et al	Epithelial	PNEC	Syt1
Plasschaert et al	Epithelial	PNEC	Map3k15
Plasschaert et al	Epithelial	PNEC	Insrr
Plasschaert et al	Epithelial	PNEC	Adcy1
Plasschaert et al	Epithelial	PNEC	St8sia5
Plasschaert et al	Epithelial	PNEC	Slc35d3
Plasschaert et al	Epithelial	PNEC	Ly6h
Plasschaert et al	Epithelial	PNEC	Elavl4
