p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	4.7525154055874	0.247	0.01	0	Basal proliferative	Cip2a
0	6.80603271634077	0.238	0.002	0	Basal proliferative	Nuf2
0	4.27918745094014	0.247	0.014	0	Basal proliferative	Cdca2
0	8.06025748738737	0.224	0.001	0	Basal proliferative	Ska1
0	3.83353015990435	0.231	0.013	0	Basal proliferative	Nek2
0	5.44469000442859	0.221	0.005	0	Basal proliferative	Rad51ap1
0	6.59276973274092	0.216	0.002	0	Basal proliferative	Ndc80
0	7.73048061729504	0.214	0.001	0	Basal proliferative	Bub1
0	4.22522239503467	0.223	0.012	0	Basal proliferative	Arhgap11a
0	7.4868110728232	0.212	0.001	0	Basal proliferative	Shcbp1
0	4.26460327780118	0.22	0.012	0	Basal proliferative	Cenpk
0	4.298353825606	0.215	0.011	0	Basal proliferative	Cenpn
0	7.19868265172294	0.205	0.002	0	Basal proliferative	Cdc25c
0	4.37023941736884	0.211	0.01	0	Basal proliferative	Foxm1
0	4.3003504561264	0.207	0.01	0	Basal proliferative	Cenph
0	6.70312765066802	0.188	0.002	0	Basal proliferative	Ttk
0	4.942806256706	0.192	0.006	0	Basal proliferative	Mis18bp1
0	8.24889681555524	0.178	0.001	0	Basal proliferative	Depdc1a
0	7.14621755635506	0.176	0.001	0	Basal proliferative	Iqgap3
0	5.32951516168614	0.178	0.005	0	Basal proliferative	Fbxo5
0	6.96191975155367	0.171	0.001	0	Basal proliferative	Kif18b
0	5.45676830658719	0.171	0.004	0	Basal proliferative	Cdca5
0	6.55139253250065	0.168	0.002	0	Basal proliferative	Sgo1
0	6.87739018092618	0.166	0.001	0	Basal proliferative	Arhgef39
0	8.02173443350645	0.162	0.001	0	Basal proliferative	Neil3
0	5.70352905614358	0.164	0.003	0	Basal proliferative	Parpbp
0	7.17697769314319	0.158	0.001	0	Basal proliferative	Sapcd2
0	4.64764399462604	0.154	0.005	0	Basal proliferative	Fignl1
0	8.25323606883942	0.149	0.001	0	Basal proliferative	Ankle1
0	5.73659928373337	0.148	0.003	0	Basal proliferative	1700097N02Rik
0	7.60692312099506	0.144	0.001	0	Basal proliferative	Kif14
0	7.55486697825598	0.143	0.001	0	Basal proliferative	Hist1h3b
0	7.26820651203335	0.142	0.001	0	Basal proliferative	Mxd3
0	5.48551246226516	0.14	0.003	0	Basal proliferative	Eldr
0	5.6229676056145	0.139	0.002	0	Basal proliferative	Troap
0	2.43188944764964	0.984	0.852	0	Basal proliferative	H2afz
0	5.62374601237394	0.131	0.002	0	Basal proliferative	E2f8
0	6.00194324725845	0.13	0.002	0	Basal proliferative	Hist1h3c
0	7.10960438926387	0.128	0.001	0	Basal proliferative	Lrr1
0	8.29038606130234	0.116	0.001	0	Basal proliferative	Hist1h2af
0	1.27383972338442	1	0.991	0	Basal proliferative	Ptma
1.2312099075502E-303	2.37962902542679	0.684	0.169	2.13688791554412E-299	Basal proliferative	Fbln1
8.73807491911848E-300	4.19831319373608	0.183	0.009	1.5165802829622E-295	Basal proliferative	Spag5
7.66246230093296E-293	5.00835667104669	0.148	0.005	1.32989695694992E-288	Basal proliferative	Gas2l3
1.16564379644967E-292	4.77624209148179	0.129	0.003	2.02309137311805E-288	Basal proliferative	Prr11
2.60151829447488E-290	3.20411968595748	0.335	0.039	4.51519515189061E-286	Basal proliferative	Pkmyt1
1.16749796876932E-287	3.631288870466	0.351	0.045	2.02630947459603E-283	Basal proliferative	Mcm3
1.70708470572131E-285	2.69141502252253	0.582	0.129	2.96281621524991E-281	Basal proliferative	Dnph1
6.84307231058467E-282	5.11925594741733	0.131	0.004	1.18768363022508E-277	Basal proliferative	Hist1h2ag
1.18827290097267E-281	5.97458365138189	0.106	0.001	2.06236644692817E-277	Basal proliferative	Espl1
1.22042072165709E-281	3.21913585670277	0.442	0.074	2.11816220450804E-277	Basal proliferative	Incenp
2.91498781428637E-280	0.884711240964533	1	0.98	5.05925285047543E-276	Basal proliferative	Ppia
1.72149922357459E-279	3.48695894260951	0.272	0.025	2.98783405243605E-275	Basal proliferative	Tedc1
4.47105804253137E-277	3.93788637187298	0.181	0.01	7.75996833861745E-273	Basal proliferative	Pole
8.82735288665776E-277	5.7212541868038	0.168	0.008	1.53207536700832E-272	Basal proliferative	Hist1h2ab
1.46193961736738E-275	1.77878418284837	0.976	0.78	2.53734239990282E-271	Basal proliferative	H2afv
1.46995323690303E-274	1.391898841073	0.981	0.834	2.55125083796889E-270	Basal proliferative	Rbm3
1.24299508297939E-273	4.09315031235012	0.187	0.011	2.15734226601904E-269	Basal proliferative	Slc43a3
4.77377853111994E-271	2.61678336366091	0.963	0.703	8.28537001861177E-267	Basal proliferative	Hmgb2
2.56635724614499E-268	4.2539883167209	0.152	0.006	4.45416963640925E-264	Basal proliferative	Kntc1
4.58105739725156E-266	3.26943388064701	0.263	0.025	7.95088321866981E-262	Basal proliferative	Ube2t
1.23243286497782E-258	4.60664152460113	0.126	0.004	2.1390104804555E-254	Basal proliferative	Exo1
3.13725006622757E-257	3.95018343236194	0.193	0.013	5.44501121494458E-253	Basal proliferative	Ccnf
4.3858491971715E-255	3.46197415791011	0.269	0.028	7.61207986661085E-251	Basal proliferative	Psrc1
6.2926189812701E-254	7.73746559021995	0.08	0	1.09214695038924E-249	Basal proliferative	Depdc1b
1.49065327130586E-253	4.86530144350456	0.121	0.003	2.58717781767846E-249	Basal proliferative	Traip
6.27418238503024E-253	2.60077806937242	0.451	0.082	1.08894709474585E-248	Basal proliferative	Rfc4
8.46181844982284E-253	4.44237343904537	0.145	0.006	1.46863321015125E-248	Basal proliferative	Brca1
9.14536644045675E-253	4.09667226351882	0.155	0.007	1.58726979940567E-248	Basal proliferative	Kifc5b
8.62644032779049E-251	5.97952981263524	0.092	0.001	1.49720498329132E-246	Basal proliferative	BC030867
1.02940084378208E-248	3.29766127962915	0.393	0.065	1.78662810446818E-244	Basal proliferative	Mcm6
2.44286433284271E-248	2.15715096323568	0.827	0.383	4.23983533608181E-244	Basal proliferative	Selenoh
6.71647205098403E-247	4.97338236729007	0.113	0.003	1.16571088916879E-242	Basal proliferative	Oip5
1.02499131395207E-246	4.50972223141306	0.144	0.006	1.77897492449522E-242	Basal proliferative	Dscc1
6.30391493554036E-246	1.24405909871325	0.997	0.946	1.09410747621238E-241	Basal proliferative	Hmgb1
7.9423978504665E-246	1.44854814003544	0.98	0.809	1.37848257092697E-241	Basal proliferative	Ran
5.36764719073861E-245	3.13008670945085	0.315	0.041	9.31608846424594E-241	Basal proliferative	Cenps
2.21757064615418E-244	3.22867973335544	0.384	0.063	3.8488156134652E-240	Basal proliferative	Hells
4.04388033775182E-244	6.48031880533523	0.083	0.001	7.01855871420207E-240	Basal proliferative	Pif1
1.43689726526152E-238	3.89634769528224	0.176	0.011	2.4938788935879E-234	Basal proliferative	Cdc45
2.26836157240161E-238	3.13189816447615	0.364	0.057	3.93696834506023E-234	Basal proliferative	Fen1
6.67839973496886E-235	5.54980371569811	0.094	0.002	1.1591030580012E-230	Basal proliferative	Mcm10
9.09679666932884E-234	3.07806718997973	0.317	0.044	1.57884002992871E-229	Basal proliferative	Haus4
1.84653475164474E-232	2.87569252141293	0.276	0.032	3.20484571495461E-228	Basal proliferative	Poc1a
2.0855128194812E-232	5.83137856372135	0.088	0.001	3.61961604949156E-228	Basal proliferative	Aunip
1.47543739075626E-231	3.70647776055249	0.196	0.015	2.56076913539656E-227	Basal proliferative	Mastl
8.26140144303765E-231	3.59149252968697	0.286	0.036	1.43384883445362E-226	Basal proliferative	Slfn9
1.53697508623928E-230	3.82675335465081	0.287	0.037	2.6675739596769E-226	Basal proliferative	Tcf19
1.04559634553654E-228	3.27040381049536	0.226	0.021	1.81473701731322E-224	Basal proliferative	Dtl
3.05462881776501E-227	4.32117762591999	0.133	0.006	5.30161377611294E-223	Basal proliferative	Chtf18
3.14822848584534E-227	2.8152374098902	0.303	0.04	5.46406536003318E-223	Basal proliferative	Haus8
3.72634138911224E-227	2.656496646766	0.439	0.086	6.4674381149432E-223	Basal proliferative	Rfc5
1.19181074289329E-226	3.33448946730631	0.216	0.019	2.06850672536559E-222	Basal proliferative	Ccdc18
5.43653803421322E-224	2.18336514107327	0.702	0.247	9.43565541218047E-220	Basal proliferative	Ccdc34
1.09092231508309E-223	2.00947470400916	0.762	0.298	1.89340477005821E-219	Basal proliferative	Prdx4
1.32244903964341E-221	3.71768038045272	0.166	0.011	2.2952425532051E-217	Basal proliferative	Spdl1
2.76740392332262E-217	3.09689707048033	0.241	0.026	4.80310624931873E-213	Basal proliferative	Cit
5.1083148218872E-217	4.76964131645225	0.121	0.005	8.86599120486742E-213	Basal proliferative	Hist1h2ao
5.3142022407297E-215	3.01066411446721	0.501	0.124	9.22332940901047E-211	Basal proliferative	Tyms
7.34604485049778E-215	3.01321875360023	0.348	0.057	1.27497954425239E-210	Basal proliferative	Gins2
1.02044722510081E-213	4.44003906013016	0.14	0.007	1.77108820388497E-209	Basal proliferative	Hist1h2an
1.07669444886701E-212	2.38982508345775	0.928	0.675	1.86871088545358E-208	Basal proliferative	Tubb5
1.94041911675684E-211	3.93278701902731	0.144	0.008	3.36779141904317E-207	Basal proliferative	Haspin
3.46913287285791E-211	4.45470683337219	0.115	0.004	6.0210270141322E-207	Basal proliferative	Rad54b
2.5578399062789E-206	1.02183497248761	0.99	0.925	4.43938694133765E-202	Basal proliferative	Hnrnpa3
3.9335634487645E-205	5.018219024226	0.091	0.002	6.82709272167567E-201	Basal proliferative	Ercc6l
2.7292940974571E-203	2.77656344951885	0.353	0.062	4.73696283554655E-199	Basal proliferative	Dbf4
2.16989975741106E-199	2.06054488394576	0.81	0.405	3.76607801896264E-195	Basal proliferative	Lmnb1
5.75233222962712E-198	2.37900833927088	0.549	0.157	9.98374781774083E-194	Basal proliferative	Rrm1
6.82977067347584E-197	1.42308088799474	0.951	0.613	1.18537499808847E-192	Basal proliferative	Ptn
7.42081155429704E-196	2.83304908984153	0.346	0.062	1.28795605336379E-191	Basal proliferative	Fam83d
9.94636910336043E-187	3.40359182514492	0.158	0.012	1.72629182157924E-182	Basal proliferative	Brip1
3.59000459188088E-186	5.90602235802168	0.071	0.001	6.23081196966845E-182	Basal proliferative	Nsl1
5.133496058175E-185	3.19551805126965	0.173	0.015	8.90969575856854E-181	Basal proliferative	Ncapg2
6.80166376724091E-185	3.45660617839216	0.144	0.01	1.18049676344233E-180	Basal proliferative	Trip13
9.71577102907834E-182	5.2050403444113	0.088	0.003	1.68626921980684E-177	Basal proliferative	Hist1h2ap
5.63767258015591E-181	1.23629584484703	0.956	0.717	9.7847445301186E-177	Basal proliferative	Hnrnpa1
9.80807626543669E-181	5.63835245336203	0.068	0.001	1.70228971662919E-176	Basal proliferative	Phf19
1.61330917212683E-179	2.89190542850218	0.233	0.03	2.80005939914333E-175	Basal proliferative	Plk4
9.39820484255547E-179	3.63390909755864	0.131	0.008	1.63115243247393E-174	Basal proliferative	Blm
2.3533864637584E-178	3.16320264582191	0.182	0.018	4.08453754649908E-174	Basal proliferative	Cenpu
1.32662026420251E-176	5.76634696891655	0.067	0.001	2.30248213054988E-172	Basal proliferative	Gm2788
1.91988088126743E-175	3.62210190872684	0.133	0.009	3.33214525752776E-171	Basal proliferative	Ska3
5.14213796797586E-175	3.22929557637645	0.24	0.033	8.9246946572189E-171	Basal proliferative	Chaf1b
3.68114541128958E-173	0.835911304235231	0.992	0.922	6.3889959758342E-169	Basal proliferative	Hmgn1
6.56161576919359E-173	2.73711623361147	0.426	0.106	1.13883403290124E-168	Basal proliferative	Tubb6
1.58490164642823E-171	2.8412278818777	0.134	0.009	2.75075529754084E-167	Basal proliferative	Efcab11
2.75638285438658E-171	3.7772916435958	0.125	0.008	4.78397808207335E-167	Basal proliferative	Cenpi
6.44202946485244E-171	0.859864821237567	0.984	0.903	1.11807863391979E-166	Basal proliferative	Cfap77
7.25560959092881E-171	3.4835918102599	0.145	0.011	1.25928360060161E-166	Basal proliferative	Timeless
1.24645664284014E-170	4.16732747438845	0.109	0.006	2.16335014931334E-166	Basal proliferative	Eme1
5.72108073547598E-169	3.15804526166852	0.219	0.028	9.92950772449211E-165	Basal proliferative	E2f1
3.85836958032722E-168	1.45155946459748	0.941	0.752	6.69658624361592E-164	Basal proliferative	Nucks1
1.2283164478157E-166	2.34035251854194	0.647	0.268	2.13186602682893E-162	Basal proliferative	Smc4
6.61791966832715E-166	3.02621595815632	0.244	0.036	1.14860613763486E-161	Basal proliferative	Cdt1
7.18528509874999E-166	5.02237630430679	0.075	0.002	1.24707808173905E-161	Basal proliferative	Hist1h3g
1.47973113501482E-165	1.52450830041527	0.905	0.519	2.56822135793172E-161	Basal proliferative	Mt2
6.15678785835395E-165	2.03637152026408	0.545	0.173	1.06857210069591E-160	Basal proliferative	Rangap1
1.35707695645806E-163	2.09962028883006	0.446	0.115	2.35534276562861E-159	Basal proliferative	Pmf1
1.45850998822813E-163	2.82149178401093	0.362	0.081	2.53138993556875E-159	Basal proliferative	Lig1
5.51331567727765E-163	3.26472660035314	0.171	0.017	9.56891068948309E-159	Basal proliferative	Rad18
6.60840860741832E-162	2.93037999035178	0.257	0.041	1.14695539790352E-157	Basal proliferative	Mcm2
9.9227977924403E-161	1.01635632273365	0.984	0.863	1.72220078485594E-156	Basal proliferative	Clic1
1.80374238372289E-158	3.16126365947594	0.221	0.031	3.13057528118944E-154	Basal proliferative	Dhfr
1.0358457925912E-157	4.74924675113249	0.08	0.003	1.79781395762128E-153	Basal proliferative	Fancd2
3.58073133054704E-157	4.55670581690532	0.339	0.074	6.21471729729745E-153	Basal proliferative	Hist1h2ae
6.33483578782678E-157	2.35113728469829	0.442	0.118	1.09947409933522E-152	Basal proliferative	Cox6b2
2.49333949930503E-156	0.758467968365454	0.997	0.961	4.32744003499382E-152	Basal proliferative	Hnrnpa2b1
2.32113347189616E-155	0.752410836519833	0.989	0.92	4.02855925382298E-151	Basal proliferative	Hint1
5.10960804548249E-154	4.48382433319683	0.078	0.003	8.86823572373941E-150	Basal proliferative	Fanci
1.14633809494642E-153	3.78647236690102	0.085	0.003	1.98958439758901E-149	Basal proliferative	Ticrr
3.69942696553288E-149	0.932357269621919	0.967	0.828	6.42072544137887E-145	Basal proliferative	Plp2
5.95936456266186E-148	2.06575482273114	0.383	0.092	1.03430731349559E-143	Basal proliferative	Haus1
4.35627924594902E-145	3.20168577069605	0.139	0.013	7.56075825926912E-141	Basal proliferative	Chek1
6.8073955918281E-144	3.66902693051053	0.145	0.014	1.18149157891769E-139	Basal proliferative	Hist1h2ai
1.30117344568987E-143	2.37310565435104	0.375	0.093	2.25831663233934E-139	Basal proliferative	Rpa2
5.50188046475382E-143	0.665066912175101	0.999	0.975	9.54906373462674E-139	Basal proliferative	Rpsa
7.99856787531533E-143	2.05465938390408	0.373	0.089	1.38823144043973E-138	Basal proliferative	Fam111a
7.52674151178636E-142	3.31547902222756	0.148	0.015	1.30634125678564E-137	Basal proliferative	Hist1h3i
1.11301170146007E-141	1.8837237552217	0.512	0.163	1.9317431090541E-137	Basal proliferative	Emp3
1.00125199315144E-140	2.2202060188636	0.358	0.085	1.73777295931364E-136	Basal proliferative	Mis18a
1.00539518555926E-140	2.61071820819032	0.192	0.026	1.74496388405665E-136	Basal proliferative	Mms22l
4.747807811951E-140	0.821006325632305	0.989	0.906	8.24029523842215E-136	Basal proliferative	Cfl1
6.58114998080153E-140	4.31836589345746	0.116	0.009	1.14222439066791E-135	Basal proliferative	Hist1h1a
6.30451898441727E-136	1.33018395290453	0.946	0.745	1.09421231493546E-131	Basal proliferative	Lmna
2.41220666174081E-135	1.49668114659725	0.876	0.634	4.18662588211735E-131	Basal proliferative	Dek
1.24415975339711E-132	3.93018200014419	0.091	0.005	2.15936366799602E-128	Basal proliferative	Hist1h2bn
1.4436397748982E-132	1.18662208358888	0.922	0.712	2.50558119331331E-128	Basal proliferative	Ywhah
1.30529044758547E-131	0.676954837085496	1	0.985	2.26546210082935E-127	Basal proliferative	Actb
2.34159346225802E-130	1.68669823327463	0.617	0.254	4.06406961309501E-126	Basal proliferative	Ahcy
5.5048017567987E-130	2.78565537521598	0.163	0.02	9.55413392909983E-126	Basal proliferative	Brca2
1.1525104434792E-129	3.01176443611968	0.145	0.016	2.0002971257025E-125	Basal proliferative	Dsn1
1.88667530194208E-128	1.40048534607193	0.747	0.393	3.27451365405067E-124	Basal proliferative	Lsm6
3.42273605448002E-128	2.481849381046	0.23	0.04	5.94050069615552E-124	Basal proliferative	Chaf1a
1.97302616219647E-127	2.5586343447527	0.197	0.03	3.42438420710819E-123	Basal proliferative	Atad5
3.52161032068674E-127	3.32478342713586	0.214	0.035	6.11210687258391E-123	Basal proliferative	Hist1h1d
4.51774597765247E-127	3.3045575160093	0.123	0.011	7.84099991881363E-123	Basal proliferative	Suv39h2
3.5399509300958E-126	3.00538550369991	0.144	0.016	6.14393883427427E-122	Basal proliferative	2810408I11Rik
4.03417570648823E-126	1.12466724771814	0.913	0.655	7.00171535618097E-122	Basal proliferative	Fkbp2
4.0564693821778E-125	2.28040726509974	0.398	0.116	7.04040825970779E-121	Basal proliferative	Atad2
6.19435313036823E-125	1.43433138673752	0.717	0.34	1.07509192930671E-120	Basal proliferative	Lsm5
3.83642855974232E-124	2.38923453304118	0.35	0.092	6.65850540828877E-120	Basal proliferative	Mcm4
8.86811011383858E-124	3.20798538562251	0.14	0.015	1.53914919135782E-119	Basal proliferative	Nt5dc2
9.86007798911678E-124	1.84135310314073	0.454	0.145	1.71131513579111E-119	Basal proliferative	Gmnn
2.64540124201888E-123	1.90262200444458	0.351	0.089	4.59135839564797E-119	Basal proliferative	Mnd1
2.82617558437421E-123	5.0616589261285	0.056	0.001	4.90511034423989E-119	Basal proliferative	C330021F23Rik
3.27016930936709E-123	0.862772026372334	0.956	0.798	5.67570585333752E-119	Basal proliferative	Snrpg
4.54086618588739E-123	2.3701057611272	0.223	0.039	7.88112735222615E-119	Basal proliferative	Gtse1
6.21564059585614E-123	3.75644146596034	0.096	0.007	1.07878658181679E-118	Basal proliferative	Hist1h2bj
1.18575251179731E-122	2.06431436210908	0.924	0.814	2.05799205947541E-118	Basal proliferative	Tuba1b
1.50231929164272E-121	2.35353376590617	0.204	0.033	2.6074253625751E-117	Basal proliferative	Hjurp
1.89975979751396E-121	0.699328332497828	0.986	0.918	3.29722310456522E-117	Basal proliferative	Atp5b
2.61789352081147E-121	3.47401106196828	0.092	0.006	4.54361599472039E-117	Basal proliferative	Stil
2.78454161180535E-121	0.724923247677234	0.989	0.915	4.83285042144937E-117	Basal proliferative	Eif5a
4.84265770953441E-121	1.96222627385812	0.348	0.089	8.40491672066792E-117	Basal proliferative	Hirip3
6.57245125663957E-121	1.41886768545135	0.742	0.392	1.14071464010236E-116	Basal proliferative	Rnaseh2c
1.14795324775895E-120	2.13970644975008	0.247	0.047	1.99238765681043E-116	Basal proliferative	Suv39h1
2.33283388627839E-119	1.03922902022308	0.973	0.884	4.04886649302478E-115	Basal proliferative	Hsp90b1
3.02267089589977E-119	7.02547551011032	0.038	0	5.24614760692363E-115	Basal proliferative	Xkr5
4.91653030803817E-119	3.2356076763328	0.105	0.009	8.53313000263105E-115	Basal proliferative	Gen1
7.37268548954998E-119	1.46558499833013	0.765	0.46	1.2796032935663E-114	Basal proliferative	Tmpo
1.19911304793601E-118	0.754914883383715	0.992	0.905	2.08118060599774E-114	Basal proliferative	S100a10
4.33005216338319E-117	2.71510314985093	0.181	0.027	7.51523853476787E-113	Basal proliferative	Slc29a1
4.68179627566397E-117	0.9553131790907	0.948	0.783	8.12572561604238E-113	Basal proliferative	Anp32b
6.40100404717763E-117	0.836403106059615	0.965	0.825	1.11095826242815E-112	Basal proliferative	Vdac1
8.87458083166925E-117	1.84641601698062	0.253	0.05	1.54027224914452E-112	Basal proliferative	Chek2
1.59891603804747E-116	1.84575180494941	0.207	0.036	2.77507867563518E-112	Basal proliferative	Sprr2a3
6.25949323396303E-116	0.589513939599648	0.987	0.924	1.08639764568662E-111	Basal proliferative	Atp5g2
1.04104077585568E-115	0.971300548898469	0.976	0.862	1.80683037057512E-111	Basal proliferative	Tagln2
1.32340376407711E-114	1.12052961463797	0.846	0.53	2.29689957293223E-110	Basal proliferative	Lsm4
2.20293457753007E-114	2.40212396272459	0.331	0.088	3.82341325276118E-110	Basal proliferative	Cdkn2d
2.22973600421442E-114	1.82509876796465	0.817	0.557	3.86992980891455E-110	Basal proliferative	Jpt1
3.85725863220027E-114	1.94794123280437	0.461	0.159	6.69465808204679E-110	Basal proliferative	Gpsm2
1.92009141185342E-113	2.87024887505413	0.13	0.014	3.33251065441279E-109	Basal proliferative	Rmi2
1.92250050016856E-113	6.28955855010979	0.048	0.001	3.33669186809256E-109	Basal proliferative	Hist1h2bk
3.63504603290125E-113	1.80954362951449	0.528	0.206	6.30898589470341E-109	Basal proliferative	Ezh2
1.9836272090471E-112	3.11954727842677	0.106	0.009	3.44278338402216E-108	Basal proliferative	Mtfr2
2.04654171580783E-112	0.532645945409068	0.994	0.955	3.55197780195607E-108	Basal proliferative	Oaz1
3.17879602400851E-112	3.68547431638497	0.096	0.008	5.51711837926917E-108	Basal proliferative	Ccne1
3.78746269900717E-112	1.29269235630334	0.566	0.221	6.57352026039685E-108	Basal proliferative	Tmem107
7.57758064835E-112	2.12606548497764	0.297	0.071	1.31516489732763E-107	Basal proliferative	Prim1
1.60033279229026E-111	0.95863671559432	0.913	0.689	2.77753759429897E-107	Basal proliferative	Anapc11
2.35830336389514E-110	1.90626907007882	0.37	0.107	4.0930713183764E-106	Basal proliferative	Aaas
2.79320256504059E-110	1.26103303831168	0.78	0.454	4.84788237188445E-106	Basal proliferative	Sae1
3.15652163322374E-110	2.70721002484596	0.15	0.02	5.47845894662312E-106	Basal proliferative	Mybl1
3.42111058434904E-110	2.79420121034027	0.134	0.016	5.93767953019619E-106	Basal proliferative	Bard1
4.40646299223058E-110	3.13912974245308	0.12	0.013	7.6478571693154E-106	Basal proliferative	Ulbp1
1.20343271741828E-109	1.13260833134629	0.856	0.598	2.08867782435116E-105	Basal proliferative	Alyref
5.19776310136774E-109	3.35010275927367	0.092	0.007	9.02123763873385E-105	Basal proliferative	Cdc7
4.50570729984416E-108	1.05840920661882	0.98	0.915	7.82010558960952E-104	Basal proliferative	Ptms
1.36623571712174E-107	2.84372014520373	0.102	0.009	2.37123871063649E-103	Basal proliferative	Fanca
6.59573264414844E-107	2.02084632139731	0.32	0.085	1.1447553577184E-102	Basal proliferative	Snrnp25
6.66131643112673E-107	3.39414256656847	0.087	0.006	1.15613807978636E-102	Basal proliferative	Pkn3
6.9129606379662E-105	1.82559517435863	0.493	0.189	1.19981344832541E-100	Basal proliferative	Nde1
2.14879294474972E-104	3.63418467294437	0.125	0.015	3.72944503490762E-100	Basal proliferative	Hist2h2ac
9.90344201867799E-104	0.493516527849597	0.997	0.967	1.71884139676175E-99	Basal proliferative	Pfn1
1.10634049948717E-103	2.52551352724181	0.248	0.055	1.92016457090994E-99	Basal proliferative	Lgals1
1.12366450140256E-103	2.68577155149166	0.099	0.009	1.95023210863428E-99	Basal proliferative	E2f7
3.03466347216193E-103	2.71267854609012	0.133	0.017	5.26696192228424E-99	Basal proliferative	Cenpl
1.77570111907987E-102	2.99332503046844	0.131	0.017	3.08190686227502E-98	Basal proliferative	Tnfaip8l1
2.7381950241518E-102	2.37689241032484	0.576	0.284	4.75241128391786E-98	Basal proliferative	H2afx
3.4133657896695E-102	3.4655831156459	0.096	0.009	5.92423766455038E-98	Basal proliferative	Gm38037
6.83940181187384E-102	2.06233884140846	0.273	0.066	1.18704657846882E-97	Basal proliferative	Pola2
8.79074151026664E-102	2.28633778610567	0.192	0.034	1.52572109652188E-97	Basal proliferative	Kif18a
1.09169434690029E-101	0.688430666411241	0.972	0.864	1.89474470848014E-97	Basal proliferative	Atp5o
2.13142765111268E-101	2.47252356493561	0.183	0.032	3.69930583127116E-97	Basal proliferative	Ctse
3.20303063866573E-101	2.00288466494266	0.399	0.132	5.55917997646824E-97	Basal proliferative	Mcm7
1.02016974729235E-100	0.512256643970718	1	0.989	1.7706066134006E-96	Basal proliferative	H3f3b
1.07054953924276E-100	1.25333259831212	0.852	0.605	1.85804578030974E-96	Basal proliferative	Dut
1.14649143458732E-100	3.36734141762137	0.101	0.01	1.98985053386976E-96	Basal proliferative	Cdc6
4.99048483547905E-100	1.76332732892228	0.451	0.165	8.66148548045745E-96	Basal proliferative	Dnajc9
1.61075985583195E-99	2.12150927486984	0.34	0.101	2.79563480578193E-95	Basal proliferative	Cdc25b
5.58085857051031E-99	0.602342185027306	0.99	0.935	9.6861381349777E-95	Basal proliferative	Ldha
1.12626824674979E-98	1.62684342225267	0.516	0.208	1.95475116905894E-94	Basal proliferative	Trim59
2.39209115519893E-98	1.10592382146891	0.933	0.762	4.15171340896327E-94	Basal proliferative	Calm2
2.50132420019711E-98	0.886603762377564	0.917	0.701	4.34129828186211E-94	Basal proliferative	Snrpf
3.64603205159633E-98	0.495215657795419	0.994	0.961	6.32805322875059E-94	Basal proliferative	Rpl41
8.01354118875164E-98	1.92313072327125	0.349	0.106	1.39083020871973E-93	Basal proliferative	Pola1
2.45913910302194E-97	0.743285686376935	0.956	0.804	4.26808182720488E-93	Basal proliferative	Snrpe
3.04337241915657E-97	1.96325332741496	0.311	0.087	5.28207717068813E-93	Basal proliferative	Tmem54
3.68007657515775E-97	0.806559863230801	0.951	0.792	6.38714090384379E-93	Basal proliferative	Prelid1
1.38351769906709E-96	0.957949626828499	0.875	0.653	2.40123331850083E-92	Basal proliferative	Snrpd1
3.74114046215777E-96	0.889157525722794	0.91	0.737	6.49312338612102E-92	Basal proliferative	Banf1
4.57070981718994E-96	1.37680863016565	0.649	0.337	7.93292395871486E-92	Basal proliferative	Lsm3
4.84897439886637E-96	1.3531995817466	0.608	0.279	8.41587996667247E-92	Basal proliferative	Hmgb3
5.50664180980489E-96	1.84213268694412	0.391	0.13	9.55732752509737E-92	Basal proliferative	Pold2
8.84444574735683E-96	1.92809031131734	0.296	0.079	1.53504200391125E-91	Basal proliferative	Lmnb2
1.77738644675568E-95	0.76697451775302	0.953	0.772	3.08483191698916E-91	Basal proliferative	Hnrnpl
6.2087211452367E-95	0.641733047466389	0.995	0.968	1.07758564196728E-90	Basal proliferative	Actg1
6.76160103751908E-95	1.12496393647636	0.867	0.69	1.17354347607181E-90	Basal proliferative	Ranbp1
1.22496785393918E-94	1.46960189764244	0.772	0.533	2.12605420729683E-90	Basal proliferative	Ube2s
5.28900387644567E-94	0.938866505947708	0.896	0.647	9.1795951279591E-90	Basal proliferative	Impdh2
8.49094671243484E-94	2.38425563232334	0.201	0.041	1.47368871141019E-89	Basal proliferative	Hspb6
3.1788898869192E-93	1.26730082090592	0.727	0.418	5.51728128773697E-89	Basal proliferative	Dtymk
3.68764940457598E-93	0.809892986147665	0.976	0.792	6.40028430658208E-89	Basal proliferative	Mt1
4.89420943174685E-93	2.00029306249267	0.286	0.077	8.49438988973984E-89	Basal proliferative	Syce2
9.25574518929358E-93	1.12458646178597	0.779	0.456	1.60642713505379E-88	Basal proliferative	Dazap1
2.12903094384437E-92	1.75146861280126	0.357	0.113	3.69514610613629E-88	Basal proliferative	Anapc15
2.18056371766631E-92	2.11423170491876	0.191	0.037	3.78458638838164E-88	Basal proliferative	Smtn
1.16187059732395E-91	2.27747622905447	0.185	0.035	2.01654260871544E-87	Basal proliferative	Pold1
1.54648649060611E-91	2.31438705725489	0.162	0.027	2.68408195309596E-87	Basal proliferative	Dynlt1a
1.85204044644715E-91	4.93360315927947	0.044	0.001	3.21440139885367E-87	Basal proliferative	Hist1h2ah
